acousticness,energy,explicit,instrumentalness,loudness,popularity,speechiness,year,acousticness_ar,danceability_ar,energy_ar,instrumentalness_ar,loudness_ar,speechiness_ar,tempo_ar,popularity_ar,count,acousticness_yr,danceability_yr,duration_ms_yr,energy_yr,instrumentalness_yr,liveness_yr,loudness_yr,speechiness_yr,tempo_yr,valence_yr,popularity_yr
0.122,0.64,0,0.0441,-11.666,33.08929895207534,0.0448,1989,0.284646832,0.461282995,0.597990102,0.029467532,-9.850695431,0.069673477,117.0407119,32.00507614,788,0.317918986,0.544702897,251943.5589,0.578152053,0.119108637,0.198228821,-11.46677872,0.063995305,120.3593646,0.54363002,38.55144855
0.0738,0.685,0,0.0144,-9.508,38.41671136765176,0.0426,1981,0.355411111,0.636046296,0.616694444,0.025682928,-10.26925926,0.058348148,111.2671852,37.24074074,108,0.305801138,0.542446477,249776.8231,0.597225595,0.144881791,0.225427636,-10.96830335,0.057742279,123.0404928,0.58357906,35.28135932
0.994,0.314,0,0.0964,-8.464,-0.8303226407241482,0.0403,1928,0.905675,0.64965,0.272225,0.039202608,-11.8677,0.0465175,98.905675,0.875,80,0.939140715,0.534906667,214396.0322,0.20885582,0.490954813,0.174657333,-17.13142353,0.158645333,106.749062,0.497412314,1.453333333
0.373,0.636,0,1.23e-05,-9.577,32.52299021142334,0.0383,2018,0.566116071,0.543160714,0.314389286,0.004382539,-15.540375,0.046491071,118.5261429,32.69642857,112,0.233836135,0.602730914,227073.14,0.659552093,0.229874471,0.231009359,-8.173433677,0.121044731,123.6442881,0.426566334,27.59948416
0.994,0.174,0,0.908,-20.433,-2.761850776126593,0.0535,1952,0.814739517,0.469225714,0.335222048,0.34519989,-18.46838095,0.157976667,110.8854238,1.219047619,420,0.875521739,0.4560212,231152.291,0.25561511,0.283863632,0.23385555,-15.7948865,0.1378031,108.2383545,0.442967062,3.505
0.00569,0.949,0,0.644,-5.328,7.7055847178170325,0.0464,2007,0.006308988,0.48965,0.9436,0.5546261,-7.88385,0.04381125,135.1666875,5.125,10,0.218942149,0.557323013,244448.8126,0.690399183,0.139818414,0.212709895,-7.494287856,0.082176537,125.2032766,0.516821214,42.62668666
0.621,0.653,0,5.15e-06,-10.327,13.550346358224644,0.257,1949,0.687012013,0.535354089,0.509905696,0.326381945,-12.31095797,0.18311305,119.3416404,19.04761905,158,0.907087795,0.4440309,223351.576,0.247214015,0.298758689,0.2095805,-15.490747,0.10339205,108.8755635,0.4343336,3.771
0.994,0.044,0,0.887,-22.189,-1.158450891916175,0.0561,1941,0.977052508,0.399443468,0.167221875,0.889817597,-19.93398907,0.050105854,103.1969039,2.71875,466,0.894691986,0.48107456,201647.8428,0.265486525,0.442709964,0.201598552,-15.72824509,0.091812203,107.8466711,0.480651293,1.277145812
0.112,0.851,1,0.0,-4.055,59.28252617754332,0.386,1999,0.13721453,0.734853521,0.745299718,0.000820615,-4.991450704,0.27961831,115.1589634,58.27887324,355,0.286312727,0.581505831,242510.8424,0.628065676,0.113494361,0.205902892,-8.489800964,0.093549349,119.4758477,0.553062651,45.24
0.495,0.416,0,0.0,-9.359,41.27130338980828,0.0271,1986,0.346648485,0.635484848,0.623212121,0.000105809,-10.95909091,0.033957576,123.201303,41.3030303,66,0.291118346,0.540183972,252998.8621,0.611006023,0.115236219,0.211207666,-11.22539572,0.064773569,120.2389995,0.548896814,37.15530114
0.826,0.441,1,0.000432,-11.635,0.7562688062653535,0.036,2020,0.334674069,0.464793103,0.632689655,0.1128384,-10.85013793,0.074744828,135.3808621,0.275862069,58,0.202303152,0.605285375,218977.4828,0.67424741,0.24900808,0.234414811,-8.077562878,0.100628598,124.0583081,0.468030095,24.0647415
0.741,0.258,0,0.000186,-17.362,32.02390512991746,0.0528,1983,0.436273333,0.678266667,0.4376,0.011878807,-13.99073333,0.04086,109.6227333,31.86666667,30,0.309616752,0.54474014,249454.2981,0.590843385,0.14380809,0.198218372,-11.3953325,0.066023015,120.849679,0.568990065,36.10683974
0.32,0.693,0,6.66e-06,-6.897,35.63496702010163,0.0298,1968,0.66304902,0.469637255,0.429529412,0.001111359,-9.954578431,0.045951961,118.3781961,34.15686275,102,0.492957213,0.497322074,213801.116,0.456887378,0.12503021,0.215084691,-12.00209284,0.058626716,115.8942227,0.563009926,31.2
0.716,0.305,0,1.27e-05,-14.249,37.547331496563885,0.0379,1970,0.488656944,0.560611111,0.460590278,0.030943189,-11.78352778,0.042222222,124.7803472,37.61111111,144,0.457020049,0.505228061,243635.9539,0.494816807,0.130063223,0.21163059,-11.7597888,0.051204611,117.3742821,0.57272707,33.90332176
0.256,0.805,0,2.07e-05,-13.012,34.22225419357926,0.0942,1975,0.1531445,0.386585714,0.496468286,0.00820621,-12.95947143,0.042067143,126.6897857,35.8,140,0.430069642,0.522674419,254208.6512,0.523590594,0.110670374,0.213331123,-11.44521771,0.061662048,118.8616705,0.571675111,34.15833746
0.436,0.472,0,0.0,-10.881,-5.570248783371696,0.0288,1946,0.202075,0.588166667,0.556083333,0.003997614,-11.33616667,0.030541667,130.11125,0.0,24,0.920627422,0.415141082,266923.7186,0.222360736,0.486735987,0.210503165,-16.89752877,0.088525604,103.1214258,0.400751093,1.65995397
0.745,0.217,0,0.00114,-13.334,30.097498706083655,0.0623,1979,0.846831114,0.450320891,0.363833333,0.00512466,-12.46134826,0.094531067,106.7632746,26.58333333,59,0.301470092,0.5635958,250921.54,0.586696375,0.116426594,0.2101602,-10.991099,0.06761125,122.173583,0.6115307,35.797
0.994,0.137,0,0.882,-19.405,0.39127197027596594,0.0373,1946,0.978921992,0.346711428,0.100876226,0.855305735,-24.10698945,0.046863739,102.4399246,5.537993921,329,0.920627422,0.415141082,266923.7186,0.222360736,0.486735987,0.210503165,-16.89752877,0.088525604,103.1214258,0.400751093,1.65995397
0.0958,0.852,1,1.32e-06,-6.176,49.60259940747082,0.401,2001,0.12293317,0.754540189,0.807777778,0.025971072,-6.556173759,0.285485343,135.574234,47.21276596,141,0.267872484,0.591807645,240599.7951,0.643277207,0.101967605,0.191314883,-7.906468909,0.084505403,118.3389021,0.557981967,50.87359837
0.71,0.185,0,0.0,-20.676,34.89689568672054,0.0387,1982,0.104097344,0.457592593,0.752703704,0.053440371,-12.21714815,0.048051852,145.5229259,37.88888889,54,0.296837444,0.560055284,247406.3694,0.58426649,0.103399178,0.198878166,-11.06455982,0.066932054,120.8919885,0.581505683,35.62113659
0.178,0.821,0,0.0,-4.38,55.333080211836524,0.267,2005,0.082177778,0.719277778,0.752222222,5.14e-06,-4.669444444,0.079361111,125.8265556,56.05555556,18,0.253642774,0.556981425,229305.0394,0.662151277,0.163633129,0.216748044,-8.298213798,0.090550038,123.5640493,0.523379985,42.11068992
0.992,0.0572,0,0.594,-22.288,17.03126744797467,0.0475,1955,0.877472789,0.508727891,0.238313605,0.306847011,-16.52497959,0.047808503,114.7057075,21.15306122,294,0.849154458,0.4863891,220322.8975,0.288376595,0.229710791,0.22401235,-14.261972,0.0979929,110.581081,0.46935495,9.765
0.575,0.725,0,4.87e-05,-7.38,2.004321667607627,0.0482,2018,0.389652,0.5019,0.82952,0.051937084,-4.3456,0.07911,131.66918,0.14,100,0.233836135,0.602730914,227073.14,0.659552093,0.229874471,0.231009359,-8.173433677,0.121044731,123.6442881,0.426566334,27.59948416
0.383,0.648,0,0.0,-6.096,35.762021367904,0.044,1967,0.518511905,0.69897619,0.496619048,0.000466235,-8.507857143,0.052538095,124.7111429,35.28571429,84,0.542332251,0.489199001,198554.5866,0.441366266,0.123022584,0.191377733,-11.84957414,0.051578482,116.0915986,0.545514528,31.14927609
0.0137,0.479,0,0.0126,-10.769,41.335246464650055,0.0311,1986,0.354067628,0.4832,0.427522,0.277736408,-14.88276,0.035644,107.0232,40.68,50,0.291118346,0.540183972,252998.8621,0.611006023,0.115236219,0.211207666,-11.22539572,0.064773569,120.2389995,0.548896814,37.15530114
0.995,0.127,0,0.695,-16.14,-0.9420920660532914,0.192,1930,0.98702865,0.671241023,0.286427367,0.542779027,-11.84169314,0.120962774,123.6095963,0.049701164,3179,0.935624888,0.51971018,194691.1029,0.334859841,0.351869301,0.220634836,-12.82348674,0.120197932,109.9247884,0.616089077,0.851007423
0.881,0.401,0,1.14e-06,-15.658,8.237556481122652,0.272,1943,0.9112,0.3926,0.428666667,0.299721345,-13.92286667,0.333466667,105.6032,11.2,30,0.903077236,0.455097199,239661.5896,0.279890658,0.410097004,0.23984958,-13.60295798,0.105590196,106.171028,0.495379132,1.074229692
0.167,0.59,0,9.29e-06,-14.599,6.1077249573513654,0.044,1972,0.540912289,0.55013253,0.383251807,0.393513859,-15.00985542,0.069601205,107.7360361,2.481927711,166,0.459884077,0.521192651,247129.1212,0.502628282,0.117752665,0.206121351,-11.7896852,0.053658888,119.3463416,0.593671847,33.92303873
0.0476,0.764,0,9.44e-05,-4.399,46.95653274070034,0.038,2017,0.03239525,0.721375,0.858,0.0021877,-4.003625,0.15445,124.49325,48.0,4,0.207413243,0.580475186,243402.2495,0.68639182,0.24706817,0.231512987,-8.026319109,0.096716512,121.8298066,0.436313381,31.66233766
0.159,0.529,0,0.00416,-7.716,35.25780893069393,0.0352,1973,0.18774473,0.447175676,0.645702703,0.048078035,-11.36432432,0.0619,124.4476486,35.62162162,148,0.417257476,0.512762537,255462.5265,0.535390809,0.099985903,0.198134665,-11.19163686,0.056518881,120.0493272,0.588103247,36.1003996
0.0149,0.839,0,0.0132,-2.805,0.6600438024387074,0.0971,2013,0.0149,0.62,0.839,0.0132,-2.805,0.0971,128.032,0.0,2,0.189631564,0.593880664,284759.9336,0.692594912,0.312390046,0.215043173,-8.238653699,0.0852791,124.1597128,0.433309687,24.38253242
0.777,0.295,0,0.0,-16.945,-0.8920552054000837,0.94,1928,0.715907895,0.700868421,0.243513158,0.0,-19.01631579,0.949473684,102.5105263,0.0,152,0.939140715,0.534906667,214396.0322,0.20885582,0.490954813,0.174657333,-17.13142353,0.158645333,106.749062,0.497412314,1.453333333
0.363,0.575,0,0.049,-11.435,38.004411269159256,0.0324,1982,0.306786526,0.661631579,0.530957895,0.018971676,-11.78864211,0.041692632,116.4491158,38.47368421,190,0.296837444,0.560055284,247406.3694,0.58426649,0.103399178,0.198878166,-11.06455982,0.066932054,120.8919885,0.581505683,35.62113659
0.123,0.883,0,2.2e-06,-13.411,37.42671265312042,0.0796,1986,0.162972909,0.358179641,0.910431138,0.14929436,-10.29240719,0.072189222,142.5554251,39.14371257,167,0.291118346,0.540183972,252998.8621,0.611006023,0.115236219,0.211207666,-11.22539572,0.064773569,120.2389995,0.548896814,37.15530114
0.000613,0.701,0,0.00258,-10.453,31.948045809310358,0.04,1988,0.147938654,0.46667033,0.726120879,0.101109258,-8.989247253,0.041717582,136.6251813,31.14285714,364,0.324389742,0.538125612,255257.023,0.585181413,0.125208639,0.210337644,-11.58102596,0.06661967,119.9393824,0.546343395,38.91362956
0.0121,0.687,0,0.0,-4.423,42.504346656264175,0.0258,1996,0.332895455,0.596181818,0.594772727,0.04470085,-7.764772727,0.039068182,105.8165,40.36363636,44,0.309511025,0.587786047,251576.0856,0.579875433,0.100577223,0.199873231,-9.574210292,0.085968283,117.9722989,0.560785007,44.01979218
0.583,0.454,0,3.29e-05,-10.972,31.858165418340654,0.0268,1968,0.475091938,0.428527132,0.420181395,0.004765567,-11.47500775,0.042670543,114.731,31.65891473,129,0.492957213,0.497322074,213801.116,0.456887378,0.12503021,0.215084691,-12.00209284,0.058626716,115.8942227,0.563009926,31.2
0.85,0.744,0,0.0,-7.193,23.790729483325656,0.0432,1963,0.85,0.53,0.744,0.0,-7.193,0.0432,141.812,24.0,2,0.71813448,0.48409315,201515.5245,0.373427685,0.199600886,0.20455155,-13.369894,0.05160555,114.3029375,0.53991905,25.126
0.00011,0.847,0,0.000324,-4.534,49.73710151179421,0.0481,2001,0.004283667,0.393333333,0.836666667,0.000265333,-4.618333333,0.0607,152.2036667,48.0,6,0.267872484,0.591807645,240599.7951,0.643277207,0.101967605,0.191314883,-7.906468909,0.084505403,118.3389021,0.557981967,50.87359837
0.446,0.74,0,3.07e-06,-6.364,55.56437277305272,0.0418,2011,0.256616659,0.720851533,0.7815,0.000140343,-8.207490939,0.078569935,117.9764498,59.375,269,0.239499896,0.576939658,279579.4832,0.657764425,0.210333464,0.199691285,-8.13424214,0.080861611,124.2413348,0.470955935,32.86321015
0.647,0.304,0,7.18e-05,-9.067,57.81294285789308,0.0358,2013,0.34444806,0.60941791,0.481910448,0.057237512,-8.888641791,0.073537313,113.1247164,61.80597015,67,0.189631564,0.593880664,284759.9336,0.692594912,0.312390046,0.215043173,-8.238653699,0.0852791,124.1597128,0.433309687,24.38253242
0.62,0.13,0,2.94e-06,-14.14,68.38019315120914,0.0314,2010,0.308019474,0.540359649,0.630912281,0.004064231,-8.588004386,0.046584211,137.6651228,74.0,57,0.208716534,0.599619582,267172.6741,0.657355258,0.173445287,0.211265273,-8.002705252,0.080149822,123.3271596,0.523396405,29.8281489
0.992,0.235,0,0.854,-8.657,-2.130223631647567,0.557,1944,0.980428571,0.616285714,0.268428571,0.7735,-11.10946429,0.2435,111.0249643,0.0,14,0.908241505,0.50256965,244107.4228,0.252662088,0.450916058,0.236888586,-14.56026978,0.172543061,105.9203424,0.541975097,2.929961089
0.247,0.214,1,0.0,-18.714,-1.4636000386165477,0.931,1945,0.298241139,0.693758945,0.200422411,0.000231204,-19.25403202,0.921458569,110.7318465,0.00094162,2124,0.711386013,0.51785615,195720.2665,0.225412571,0.27492807,0.2033342,-16.9279975,0.30171355,108.256917,0.4914163,2.093
0.957,0.348,0,0.881,-12.012,-0.3827173431518389,0.0461,1939,0.96855102,0.465438776,0.337020408,0.226131206,-11.41737755,0.073532653,109.5385816,0.734693878,98,0.90901231,0.5136558,220997.613,0.2848278,0.281587954,0.2408573,-13.847035,0.1286782,113.324182,0.5612247,4.096
0.0344,0.569,0,0.363,-12.313,28.946456174890557,0.088,1981,0.054869,0.8541,0.5401,0.3198648,-14.2926,0.07052,113.3333,28.8,20,0.305801138,0.542446477,249776.8231,0.597225595,0.144881791,0.225427636,-10.96830335,0.057742279,123.0404928,0.58357906,35.28135932
0.0976,0.914,0,0.0,-2.667,27.265828942923534,0.0872,2021,0.141442368,0.716656667,0.914,3.84e-05,-3.613969298,0.08536893,107.3794833,36.57894737,100,0.340253378,0.65248837,222760.0283,0.578895832,0.356765472,0.162309402,-9.547752174,0.108558913,120.525875,0.451908207,7.750543478
0.79,0.186,0,0.0,-15.452,2.992403829081809,0.25,1953,0.838,0.604,0.21225,0.0,-13.1965,0.2119,123.11675,5.0,4,0.891746741,0.4408337,216552.2595,0.26741821,0.314624788,0.2214424,-15.4143045,0.09259075,110.008113,0.432251,3.6725
0.0816,0.915,0,0.000967,-6.564,51.35510804046699,0.0401,1998,0.187275,0.709,0.88275,0.00026725,-7.00425,0.042625,144.08525,51.75,8,0.301000801,0.580688004,249384.6264,0.599213024,0.126487913,0.195251622,-9.14002704,0.088892429,118.0700821,0.529285202,44.85496559
0.909,0.2,0,0.0,-17.061,-1.194015996763298,0.0529,1949,0.937936169,0.344571809,0.203025528,0.470813908,-17.10098871,0.077190806,101.4465664,1.630718954,1156,0.907087795,0.4440309,223351.576,0.247214015,0.298758689,0.2095805,-15.490747,0.10339205,108.8755635,0.4343336,3.771
0.73,0.189,0,0.0,-15.457,9.209529363382373,0.0324,1941,0.736880952,0.362809524,0.313066667,0.002538065,-13.81533333,0.043147619,88.73446429,13.47619048,42,0.894691986,0.48107456,201647.8428,0.265486525,0.442709964,0.201598552,-15.72824509,0.091812203,107.8466711,0.480651293,1.277145812
0.995,0.0385,0,0.0209,-12.335,-2.4912108943713918,0.447,1935,0.963290598,0.504401709,0.246320513,0.506771761,-12.52051282,0.10302735,109.7958632,0.35042735,117,0.779467828,0.554997053,221102.2242,0.246622915,0.223655447,0.229625817,-15.40576041,0.355044523,110.7225874,0.544518193,1.372197309
0.895,0.0857,0,0.896,-21.251,38.445923895223196,0.0433,1990,0.853795148,0.277332884,0.17670965,0.726279484,-21.01212938,0.045949596,102.6714555,37.95148248,371,0.343075349,0.533510259,256029.3586,0.565779163,0.131873889,0.188836703,-11.42803685,0.064080179,120.0291051,0.525796713,40.16832669
0.000813,0.438,0,0.891,-14.107,45.18588193353674,0.0359,1976,0.393355248,0.346761905,0.240095238,0.649217524,-16.00795238,0.036390476,124.3574762,44.47619048,21,0.370121782,0.528575896,267375.9328,0.547675598,0.124419441,0.246648058,-11.19534512,0.062356474,120.2947814,0.576663048,35.21663347
0.155,0.683,0,0.983,-11.337,-0.44626308271992343,0.174,2020,0.155,0.778,0.683,0.983,-11.337,0.174,124.996,0.0,4,0.202303152,0.605285375,218977.4828,0.67424741,0.24900808,0.234414811,-8.077562878,0.100628598,124.0583081,0.468030095,24.0647415
0.808,0.78,0,0.931,-10.005,10.045850951001626,0.0944,1954,0.714615385,0.528263158,0.411740081,0.292372408,-12.46867611,0.090122267,119.1042267,14.44939271,247,0.867412997,0.46037125,225951.7585,0.263561035,0.291320383,0.2160078,-15.3429905,0.10324315,108.5619125,0.44729115,7.707
0.93,0.242,0,0.732,-17.781,3.3461628802891994,0.0593,2007,0.266516667,0.477933333,0.5992,0.050110592,-9.9126,0.04192,115.0182,0.066666667,30,0.218942149,0.557323013,244448.8126,0.690399183,0.139818414,0.212709895,-7.494287856,0.082176537,125.2032766,0.516821214,42.62668666
0.722,0.956,0,0.717,-4.609,8.253589109836781,0.064,1960,0.8165,0.542,0.6745,0.3585,-6.487,0.0516,152.236,8.5,4,0.768254423,0.4820517,210238.5085,0.3393798,0.181655354,0.2077554,-13.806002,0.0649571,112.3545995,0.51902625,19.8485
0.967,0.602,0,0.0,-6.254,4.2851663953301085,0.155,1940,0.981285714,0.541142857,0.405857143,0.0103,-11.35514286,0.177142857,120.9595714,4.857142857,7,0.846520478,0.525450988,181590.276,0.312278425,0.322913292,0.262480198,-13.61239865,0.245761538,108.8721107,0.622196383,0.85031185
0.565,0.13,0,0.658,-24.033,12.329384186340334,0.0561,1962,0.620176296,0.502166667,0.375367901,0.262207428,-14.70992593,0.049501235,121.2799444,13.94444444,162,0.725941852,0.4907444,206267.5385,0.36607358,0.171209073,0.2017907,-13.2739125,0.05652565,114.6859515,0.5415934,21.93
0.0574,0.835,0,0.954,-10.357,2.6372708614993883,0.0338,2017,0.0574,0.612,0.835,0.954,-10.357,0.0338,128.01,2.555555556,18,0.207413243,0.580475186,243402.2495,0.68639182,0.24706817,0.231512987,-8.026319109,0.096716512,121.8298066,0.436313381,31.66233766
0.0096,0.962,0,0.128,-3.037,62.120302977870125,0.0542,2017,0.1033,0.57,0.932,0.064074,-3.5275,0.0503,111.999,66.0,4,0.207413243,0.580475186,243402.2495,0.68639182,0.24706817,0.231512987,-8.026319109,0.096716512,121.8298066,0.436313381,31.66233766
0.605,0.424,0,5.58e-06,-4.869,59.4537992396438,0.0352,2012,0.548,0.842166667,0.512,7.79e-05,-5.232,0.041033333,115.3216667,60.33333333,12,0.213520749,0.558841246,255291.6544,0.687063691,0.192877215,0.22086636,-7.650871873,0.085438489,123.3806105,0.465576223,31.27820316
0.0336,0.261,0,0.725,-18.35,33.73873400446417,0.0512,1973,0.295175156,0.377953125,0.404728125,0.261598849,-15.80260937,0.051017187,119.2637969,34.171875,128,0.417257476,0.512762537,255462.5265,0.535390809,0.099985903,0.198134665,-11.19163686,0.056518881,120.0493272,0.588103247,36.1003996
0.58,0.512,0,0.0,-11.964,30.255171787582135,0.0384,1977,0.386,0.473,0.619,9.7e-05,-10.8435,0.0742,163.414,29.0,4,0.343144046,0.53352069,256076.6782,0.554584217,0.127443588,0.226251924,-11.12688006,0.062954673,121.6445122,0.582772214,35.30934533
0.735,0.435,0,1.13e-06,-12.66,39.40936846109785,0.0524,1979,0.735,0.583,0.435,1.13e-06,-12.66,0.0524,115.392,38.0,2,0.301470092,0.5635958,250921.54,0.586696375,0.116426594,0.2101602,-10.991099,0.06761125,122.173583,0.6115307,35.797
0.0095,0.704,1,0.006,-3.691,49.68907636691664,0.0948,2009,0.04944625,0.772625,0.7825625,0.000760732,-5.52675,0.21785,136.9616875,48.6875,16,0.251490509,0.566000641,245540.9705,0.694245426,0.147977194,0.215080974,-7.432497758,0.089191224,124.8294523,0.538016912,36.97309417
0.301,0.564,0,3.39e-06,-10.947,17.20391401969404,0.045,1959,0.41539375,0.6399375,0.4790625,0.25464248,-10.8149375,0.052725,100.4144375,19.25,32,0.78490922,0.47976285,211928.132,0.31221019,0.183819909,0.1925164,-14.413364,0.06436665,111.38834,0.4782571,20.5825
0.146,0.936,1,0.00103,-4.136,50.91013871594734,0.0678,1997,0.128755206,0.776669261,0.703404669,0.007989611,-7.226571984,0.219348638,107.6469494,48.64202335,257,0.312734448,0.574223335,245644.0612,0.596707119,0.110611746,0.201914258,-9.256276764,0.089755599,118.1493251,0.545356093,44.64578194
0.639,0.321,0,0.0,-9.401,30.484294500685273,0.031,1971,0.471,0.8015,0.376,7.18e-05,-8.93525,0.03755,108.3215,28.5,8,0.459660617,0.501953432,259429.2899,0.494309042,0.125434891,0.212416,-12.1163916,0.060052296,118.1683077,0.570511605,33.9654321
0.831,0.248,0,0.0,-10.851,21.13364843261897,0.0595,1958,0.86347503,0.466134957,0.220706212,0.026644878,-14.45809135,0.04365067,111.6307333,22.04628502,821,0.777446745,0.47813155,213321.451,0.30886768,0.189862544,0.20264585,-14.219955,0.0576191,112.511724,0.49033495,19.2315
0.166,0.97,0,0.023,-6.031,3.150088407826331,0.12,2012,0.166,0.481,0.97,0.023,-6.031,0.12,174.987,2.0,4,0.213520749,0.558841246,255291.6544,0.687063691,0.192877215,0.22086636,-7.650871873,0.085438489,123.3806105,0.465576223,31.27820316
0.986,0.268,0,0.0,-17.569,24.62376628377683,0.933,1982,0.630534545,0.558678788,0.42365697,0.167014773,-13.07987273,0.1224,113.9306061,28.13333333,165,0.296837444,0.560055284,247406.3694,0.58426649,0.103399178,0.198878166,-11.06455982,0.066932054,120.8919885,0.581505683,35.62113659
0.984,0.126,0,0.888,-13.844,-2.4757955121094426,0.0395,1947,0.984,0.409,0.126,0.888,-13.844,0.0395,84.869,0.0,2,0.915655383,0.47210391,232131.8827,0.262955178,0.351209088,0.223445024,-14.4148436,0.100228614,108.9728833,0.509180746,1.642180095
0.768,0.434,0,0.0,-9.489,53.703624535650434,0.0387,1998,0.502505439,0.44672807,0.473263158,0.000665439,-9.389587719,0.036631579,112.8761842,52.78947368,114,0.301000801,0.580688004,249384.6264,0.599213024,0.126487913,0.195251622,-9.14002704,0.088892429,118.0700821,0.529285202,44.85496559
0.664,0.481,0,0.0,-7.22,41.67447168163555,0.0381,1992,0.542,0.697222222,0.500222222,0.003683643,-8.331,0.052977778,117.7418889,39.0,18,0.334324037,0.555134562,244357.3028,0.574860403,0.106694414,0.196873705,-10.6946509,0.072314841,122.6890428,0.558718177,42.45517928
0.982,0.252,0,0.0399,-6.146,0.5589373173059897,0.0835,1930,0.98702865,0.671241023,0.286427367,0.542779027,-11.84169314,0.120962774,123.6095963,0.049701164,3179,0.935624888,0.51971018,194691.1029,0.334859841,0.351869301,0.220634836,-12.82348674,0.120197932,109.9247884,0.616089077,0.851007423
0.796,0.748,0,0.0,-6.511,30.051122305252015,0.0528,1962,0.656387097,0.639387097,0.614258065,0.006388299,-8.921354839,0.047893548,111.3391613,32.64516129,31,0.725941852,0.4907444,206267.5385,0.36607358,0.171209073,0.2017907,-13.2739125,0.05652565,114.6859515,0.5415934,21.93
0.72,0.392,0,0.0,-11.317,30.266946641203944,0.0358,1974,0.743164056,0.383002787,0.233772948,0.019481079,-14.44173589,0.049389686,109.5408571,28.36376307,1435,0.449153362,0.51836941,249418.8463,0.515185796,0.116585452,0.214443084,-11.84953842,0.074276202,118.9931334,0.582432524,31.81408032
0.826,0.413,0,0.000341,-12.022,34.45402325710551,0.0325,1968,0.729777778,0.4536,0.451933333,0.100745129,-12.61231111,0.043466667,109.8427333,34.33333333,45,0.492957213,0.497322074,213801.116,0.456887378,0.12503021,0.215084691,-12.00209284,0.058626716,115.8942227,0.563009926,31.2
0.759,0.499,0,9.6e-05,-9.391,40.23360143252444,0.0373,1986,0.759,0.371,0.499,9.6e-05,-9.391,0.0373,143.493,38.0,2,0.291118346,0.540183972,252998.8621,0.611006023,0.115236219,0.211207666,-11.22539572,0.064773569,120.2389995,0.548896814,37.15530114
0.995,0.148,0,0.0174,-13.191,-2.4248162307489878,0.425,1927,0.984488204,0.658213275,0.286427367,0.542779027,-12.11405222,0.110551337,123.0008912,0.049701164,3179,0.91582582,0.655929333,176542.812,0.267902133,0.320992036,0.177386533,-15.235276,0.261915333,112.6637067,0.669675733,0.684
0.577,0.981,0,0.611,-9.085,30.721872605334802,0.0681,1962,0.349529505,0.556605544,0.519239659,0.030298071,-12.23860768,0.051171855,112.3106354,35.3326226,469,0.725941852,0.4907444,206267.5385,0.36607358,0.171209073,0.2017907,-13.2739125,0.05652565,114.6859515,0.5415934,21.93
0.386,0.806,0,0.0,-7.044,31.88513437729577,0.131,1975,0.581917427,0.513397201,0.467160172,0.039462521,-11.375324,0.062059634,125.8617783,30.63293864,929,0.430069642,0.522674419,254208.6512,0.523590594,0.110670374,0.213331123,-11.44521771,0.061662048,118.8616705,0.571675111,34.15833746
0.441,0.485,0,0.0,-11.235,36.944584660676426,0.031,1968,0.276446916,0.529260753,0.488769892,0.05659789,-11.53525806,0.04105457,106.7837769,38.25,372,0.492957213,0.497322074,213801.116,0.456887378,0.12503021,0.215084691,-12.00209284,0.058626716,115.8942227,0.563009926,31.2
0.141,0.87,0,0.0024,-5.823,42.24495671143261,0.0839,1997,0.050684333,0.483333333,0.867666667,0.004156333,-7.644,0.060266667,177.261,42.33333333,6,0.312734448,0.574223335,245644.0612,0.596707119,0.110611746,0.201914258,-9.256276764,0.089755599,118.1493251,0.545356093,44.64578194
0.243,0.572,0,0.0,-6.533,42.59692900793253,0.0285,1991,0.29595,0.578375,0.5565625,0.000383179,-7.0588125,0.038475,137.8175,41.75,32,0.345380454,0.555550919,238606.8732,0.554201391,0.13935817,0.188346865,-11.07607214,0.070238472,119.7914743,0.559973267,38.95190948
0.0822,0.744,0,0.196,-8.086,5.2567099932986565,0.0454,2016,0.056659789,0.372547368,0.868342105,0.13165056,-7.273605263,0.080381579,135.2766579,5.552631579,76,0.226943656,0.581582546,258001.1865,0.656546976,0.203332473,0.221416688,-8.002875692,0.09723163,123.8149293,0.432452452,29.21243082
0.695,0.579,0,0.00825,-7.776,42.20764257509384,0.0292,1966,0.557,0.427,0.4266,0.1678665,-9.5804,0.03572,108.3942,42.2,10,0.526400901,0.504722806,207088.5253,0.480173184,0.117845979,0.216740295,-11.36023767,0.054067136,117.0764222,0.577695644,30.90711083
0.29,0.278,0,4.8e-05,-13.144,23.827881098571844,0.0396,1947,0.32944,0.7136,0.4643,9.57e-05,-12.7962,0.03301,112.0134,31.3,20,0.915655383,0.47210391,232131.8827,0.262955178,0.351209088,0.223445024,-14.4148436,0.100228614,108.9728833,0.509180746,1.642180095
0.0151,0.392,0,0.0,-7.846,73.91193254775746,0.0372,2020,0.513952308,0.662038462,0.4226,1.33e-05,-8.800261538,0.060675385,112.6843308,77.46153846,13,0.202303152,0.605285375,218977.4828,0.67424741,0.24900808,0.234414811,-8.077562878,0.100628598,124.0583081,0.468030095,24.0647415
0.0576,0.397,0,0.154,-11.578,27.80086315062971,0.0309,1967,0.398841829,0.361733096,0.483119573,0.215109906,-11.49269039,0.044031673,113.4908292,27.56227758,281,0.542332251,0.489199001,198554.5866,0.441366266,0.123022584,0.191377733,-11.84957414,0.051578482,116.0915986,0.545514528,31.14927609
